arm,tool,target,label_rule,query_acc,term_id,true_start,true_end,best_qstart,best_qend,best_target_acc,best_tstart,best_tend,best_t_feat_start,best_t_feat_end,best_rank_score,best_iou,best_inside,best_cover,n_overlapping_calls,n_overlapping_targets,any_inside_half,landed,n_landed_targets,land_qstart,land_qend,land_target_acc,land_tstart,land_tend,land_t_feat_start,land_t_feat_end,land_rank_score,land_iou,land_inside,land_cover,rank_by,chosen_arm,own_arm,n_choose_regions,tool_label,query_half,term_half,term_name,length,mean_plddt_region,disorder_fraction_region,has_model,protein_length,gene,kd_landed,placement_p,case_rank,n_drawn,random_query_p,passes,km_iou,km_arm,category,confident,n_hits
foldseek,foldseek,disprot,any_term,Q7RTP6,GO:0051179,1734,1918,1780,1914,P09372,0,137,0,32,9.0,0.7282608695652174,1.0,0.7282608695652174,53,36,true,true,6,1780,1914,P09372,0,137,0,32,9.0,0.7282608695652174,1.0,0.7282608695652174,score,,,,Foldseek,report,report,localization,184,58.91625,0.6304347826086957,true,2002,MICAL3,false,0.05510968432316747,66,15,0.25,false,0.5271739130434783,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,60
foldseek,foldseek,disprot,any_term,Q16186,IDPO:0000033,131,252,129,248,P07516,47,202,0,202,3.0,0.9512195121951219,0.9831932773109243,0.9669421487603306,291,152,true,true,14,129,248,P07516,47,202,0,202,3.0,0.9512195121951219,0.9831932773109243,0.9669421487603306,score,,,,Foldseek,report,report,flexible linker,121,47.94123966942149,1.0,true,407,ADRM1,false,0.1695501730103806,271,106,0.21495327102803738,false,0.5275590551181102,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,286
foldseek,foldseek,disprot,any_term,O60927,GO:0019902,0,126,0,126,P42758,34,175,61,82,6.0,1.0,1.0,1.0,56,32,true,true,23,0,126,P42758,34,175,34,55,6.0,1.0,1.0,1.0,score,,,,Foldseek,report,choose,phosphatase binding,126,65.91150793650795,1.0,true,126,PPP1R11,false,1.0,3,26,0.037037037037037035,false,0.746031746031746,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,147
foldseek,foldseek,disprot,any_term,P11387,GO:0003677,0,174,0,173,Q05344,474,720,518,554,-3.0,0.9942528735632183,1.0,0.9942528735632183,128,63,true,true,42,0,173,Q05344,474,720,518,554,-3.0,0.9942528735632183,1.0,0.9942528735632183,score,,,,Foldseek,report,report,DNA binding,174,36.0332183908046,1.0,true,765,TOP1,false,0.06070826306913996,451,100,0.9306930693069307,false,0.945054945054945,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,154
foldseek,foldseek,disprot,any_term,P38936,GO:0001934,0,164,0,164,Q9I832,29,215,89,120,9.0,1.0,1.0,1.0,93,50,true,true,41,0,164,Q9I832,29,215,89,120,9.0,1.0,1.0,1.0,score,,,,Foldseek,report,report,positive regulation of protein phosphorylation,164,69.00341463414634,0.7195121951219512,true,164,CDKN1A,false,1.0,8,33,0.029411764705882353,false,0.4695121951219512,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,149
foldseek,foldseek,disprot,any_term,Q9UKT4,GO:0098772,420,447,391,430,P01050,24,62,54,64,1.0,0.17857142857142858,0.2564102564102564,0.37037037037037035,2,1,false,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,molecular function regulator,27,58.93185185185185,0.5555555555555556,true,447,FBXO5,false,,,,,false,0.9285714285714286,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,4
foldseek,foldseek,disprot,any_term,P14859,IDPO:0000033,354,379,355,382,P0AE72,54,81,67,82,2.0,0.8571428571428571,0.8888888888888888,0.96,239,126,true,true,1,355,382,P0AE72,54,81,67,82,2.0,0.8571428571428571,0.8888888888888888,0.96,score,,,,Foldseek,report,report,flexible linker,25,48.8592,1.0,true,743,POU2F1,false,0.012552301255230125,180,94,0.3684210526315789,false,0.7407407407407407,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,205
foldseek,foldseek,disprot,any_term,Q9UBK2,GO:0005515,1,220,1,214,Q22472,138,357,0,378,4.0,0.9726027397260274,1.0,0.9726027397260274,269,120,true,true,39,1,214,Q22472,138,357,0,378,4.0,0.9726027397260274,1.0,0.9726027397260274,score,,,,Foldseek,report,report,protein binding,219,49.19452054794521,1.0,true,798,PPARGC1A,false,0.08532423208191127,132,96,0.041237113402061855,false,0.3150684931506849,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,194
foldseek,foldseek,disprot,any_term,P11387,GO:0140693,0,214,1,212,P21513,582,791,627,843,14.0,0.985981308411215,1.0,0.985981308411215,128,63,true,true,46,1,212,P21513,582,791,627,843,14.0,0.985981308411215,1.0,0.985981308411215,score,,,,Foldseek,report,choose,molecular condensate scaffold activity,214,39.66168224299066,0.9392523364485982,true,765,TOP1,false,0.08288288288288288,29,100,0.04950495049504951,false,0.8888888888888888,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,155
foldseek,foldseek,disprot,any_term,Q13148,GO:0140693,266,414,263,414,P27577,133,277,243,301,0.0,0.9801324503311258,0.9801324503311258,1.0,157,83,true,true,31,263,414,P27577,133,277,243,301,0.0,0.9801324503311258,0.9801324503311258,1.0,score,,,,Foldseek,report,choose,molecular condensate scaffold activity,148,43.266824324324325,1.0,true,414,TARDBP,false,0.10606060606060606,302,108,0.48623853211009177,false,0.3783783783783784,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,194
foldseek,foldseek,disprot,any_term,P10451,GO:0005509,0,314,10,314,Q27974,398,745,546,813,0.0,0.9681528662420382,1.0,0.9681528662420382,95,48,true,true,30,10,314,Q27974,398,745,546,813,0.0,0.9681528662420382,1.0,0.9681528662420382,score,,,,Foldseek,report,choose,calcium ion binding,314,53.406305732484086,1.0,true,314,SPP1,false,1.0,68,56,0.15789473684210525,false,0.5987261146496815,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,120
foldseek,foldseek,disprot,any_term,P06748,IDPO:0000059,119,188,117,205,Q9R194,518,592,488,592,-4.0,0.7840909090909091,0.7840909090909091,1.0,156,84,true,true,6,120,161,Q86FP8,26,65,19,80,0.0,0.5942028985507246,1.0,0.5942028985507246,score,,,,Foldseek,report,choose,self-inhibition,69,51.66550724637681,1.0,true,294,NPM1,false,0.17716535433070865,320,52,0.33962264150943394,false,0.9714285714285714,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,214
foldseek,foldseek,disprot,any_term,Q9UHD9,GO:0140693,449,576,450,577,Q01231,221,335,250,355,-8.0,0.984375,0.9921259842519685,0.9921259842519685,142,84,true,true,16,450,577,Q01231,221,335,250,355,-8.0,0.984375,0.9921259842519685,0.9921259842519685,score,,,,Foldseek,report,choose,molecular condensate scaffold activity,127,52.61488188976378,0.9212598425196851,true,624,UBQLN2,false,0.10240963855421686,375,99,0.67,false,0.30708661417322836,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,196
foldseek,foldseek,disprot,any_term,P04637,GO:0005515,366,388,357,390,Q9C1S9,66,99,43,96,1.0,0.6666666666666666,0.6666666666666666,1.0,145,77,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,protein binding,22,42.89954545454545,1.0,true,393,TP53,false,,,,,false,0.9565217391304348,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,153
foldseek,foldseek,disprot,any_term,P38936,GO:0140678,0,164,0,164,Q9I832,29,215,89,120,9.0,1.0,1.0,1.0,93,50,true,true,41,0,164,Q9I832,29,215,89,120,9.0,1.0,1.0,1.0,score,,,,Foldseek,report,choose,molecular function inhibitor activity,164,69.00341463414634,0.7195121951219512,true,164,CDKN1A,false,1.0,8,33,0.029411764705882353,false,0.4695121951219512,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,149
foldseek,foldseek,disprot,any_term,P62328,GO:0005515,16,44,16,43,Q9QUG2,547,574,559,582,-1.0,0.9642857142857143,1.0,0.9642857142857143,27,9,true,true,3,16,43,Q9QUG2,547,574,559,582,-1.0,0.9642857142857143,1.0,0.9642857142857143,score,,,,Foldseek,report,report,protein binding,28,81.99607142857143,1.0,true,44,TMSB4X,false,0.3888888888888889,36,0,1.0,false,1.0,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT >= 70,51
foldseek,foldseek,disprot,any_term,Q9H981,GO:0005515,400,507,399,503,Q9JM54,0,87,15,42,5.0,0.9537037037037037,0.9903846153846154,0.9626168224299065,197,121,true,true,40,399,503,Q9JM54,0,87,15,42,5.0,0.9537037037037037,0.9903846153846154,0.9626168224299065,score,,,,Foldseek,report,report,protein binding,107,54.71616822429907,0.7476635514018691,true,624,ACTR8,false,0.08445297504798464,147,99,0.1,false,0.6864406779661016,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,315
foldseek,foldseek,disprot,any_term,P37231,GO:0003676,174,211,174,234,P0C079,0,69,46,79,3.0,0.6166666666666667,0.6166666666666667,1.0,139,69,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,nucleic acid binding,37,94.27378378378378,0.0,true,505,PPARG,false,,,,,false,0.8409090909090909,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT >= 70,128
foldseek,foldseek,disprot,any_term,Q8WV28,GO:0008289,4,50,4,53,O94742,0,44,0,70,5.0,0.9387755102040817,0.9387755102040817,1.0,91,45,true,true,7,4,53,O94742,0,44,0,70,5.0,0.9387755102040817,0.9387755102040817,1.0,score,,,,Foldseek,report,report,lipid binding,46,71.10782608695652,0.5869565217391305,true,456,BLNK,false,0.02696078431372549,127,113,0.08771929824561403,false,0.9019607843137255,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,100
foldseek,foldseek,disprot,any_term,Q13148,GO:0043232,265,414,263,414,P27577,133,277,243,301,0.0,0.9867549668874173,0.9867549668874173,1.0,159,84,true,true,31,263,414,P27577,133,277,243,301,0.0,0.9867549668874173,0.9867549668874173,1.0,score,,,,Foldseek,report,choose,intracellular non-membrane-bounded organelle,149,43.241140939597315,1.0,true,414,TARDBP,false,0.10984848484848485,302,108,0.48623853211009177,false,0.37583892617449666,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,195
foldseek,foldseek,disprot,any_term,Q07157,IDPO:0000033,588,627,577,630,O25555,65,125,95,125,1.0,0.7358490566037735,0.7358490566037735,1.0,81,48,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,flexible linker,39,46.98179487179487,0.6153846153846154,true,1748,TJP1,false,,,,,false,0.8536585365853658,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,77
foldseek,foldseek,disprot,any_term,Q13625,GO:0005515,483,692,488,752,Q6GX35,628,943,725,825,-4.0,0.758364312267658,0.7727272727272727,0.9760765550239234,179,79,true,true,2,523,726,Q9LUA9,118,315,174,208,0.0,0.6954732510288066,0.8325123152709359,0.8086124401913876,score,,,,Foldseek,report,report,protein binding,209,35.06693779904306,1.0,true,1128,TP53BP2,false,0.0939524838012959,309,52,0.32075471698113206,false,0.3014354066985646,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,134
foldseek,foldseek,disprot,any_term,Q01970,IDPO:0000033,882,933,863,930,Q86FP9,1,71,49,73,5.0,0.6857142857142857,0.7164179104477612,0.9411764705882353,75,46,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,flexible linker,51,34.169411764705885,1.0,true,1234,PLCB3,false,,,,,false,0.7647058823529411,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,94
foldseek,foldseek,disprot,any_term,Q01970,GO:0060090,933,1192,923,1193,G3V7P1,0,252,181,250,22.0,0.9592592592592593,0.9592592592592593,1.0,96,62,true,true,20,923,1193,G3V7P1,0,252,181,250,22.0,0.9592592592592593,0.9592592592592593,1.0,score,,,,Foldseek,report,choose,molecular adaptor activity,259,82.98316602316602,0.277992277992278,true,1234,PLCB3,false,0.08911917098445596,29,42,0.20930232558139536,false,0.4247104247104247,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,116
foldseek,foldseek,disprot,any_term,O15234,GO:1902280,136,283,153,289,P42759,0,133,0,260,-4.0,0.8496732026143791,0.9558823529411765,0.8843537414965986,139,53,true,true,9,153,289,P42759,0,133,0,260,-4.0,0.8496732026143791,0.9558823529411765,0.8843537414965986,score,,,,Foldseek,report,choose,regulation of RNA helicase activity,147,70.22795918367348,1.0,true,703,CASC3,false,0.11619718309859155,230,97,0.22448979591836735,false,0.673469387755102,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,89
foldseek,foldseek,disprot,any_term,P31321,IDPO:0000033,58,81,56,103,P83917,63,120,78,103,0.0,0.48936170212765956,0.48936170212765956,1.0,164,92,false,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,flexible linker,23,64.65,0.6956521739130435,true,381,PRKAR1B,false,,,,,false,0.7916666666666666,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,226
foldseek,foldseek,disprot,any_term,P04004,GO:0005515,0,71,4,111,Q6MRH6,1,101,0,101,11.0,0.6036036036036037,0.6261682242990654,0.9436619718309859,9,5,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,protein binding,71,70.36915492957746,0.2676056338028169,true,478,VTN,false,,,,,false,0.7183098591549296,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT >= 70,14
foldseek,foldseek,disprot,any_term,P11387,IDPO:0000033,635,712,637,712,D2JX42,53,127,0,143,8.0,0.974025974025974,1.0,0.974025974025974,71,46,true,true,7,637,712,D2JX42,53,127,0,143,8.0,0.974025974025974,1.0,0.974025974025974,score,,,,Foldseek,report,report,flexible linker,77,92.9916883116883,0.0,true,765,TOP1,false,0.04775687409551375,63,100,0.09900990099009901,false,0.44155844155844154,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,131
foldseek,foldseek,disprot,any_term,P38398,GO:0003677,935,1057,786,1083,Q99LM3,0,314,0,341,-9.0,0.4107744107744108,0.4107744107744108,1.0,43,20,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,DNA binding,122,28.31827868852459,1.0,true,1863,BRCA1,false,,,,,false,0.45081967213114754,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,29
foldseek,foldseek,disprot,any_term,Q13162,GO:0140313,0,271,0,271,O08807,0,274,243,263,1531.0,1.0,1.0,1.0,123,75,true,true,35,0,271,O08807,0,274,243,263,1531.0,1.0,1.0,1.0,score,,,,Foldseek,report,choose,molecular sequestering activity,271,84.32531365313653,0.15498154981549817,true,271,PRDX4,false,1.0,1,49,0.02,false,0.9298892988929889,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,345
foldseek,foldseek,disprot,any_term,Q13148,GO:0003677,262,414,263,414,P27577,133,277,243,301,0.0,0.993421052631579,1.0,0.993421052631579,159,84,true,true,32,263,414,P27577,133,277,243,301,0.0,0.993421052631579,1.0,0.993421052631579,score,,,,Foldseek,report,report,DNA binding,152,43.31473684210526,1.0,true,414,TARDBP,false,0.12121212121212122,302,108,0.48623853211009177,false,0.3684210526315789,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,196
foldseek,foldseek,disprot,any_term,P22626,GO:0140693,189,341,192,339,Q24246,65,208,108,135,0.0,0.9671052631578947,1.0,0.9671052631578947,165,85,true,true,17,192,339,Q24246,65,208,108,135,0.0,0.9671052631578947,1.0,0.9671052631578947,score,,,,Foldseek,report,choose,molecular condensate scaffold activity,152,42.5653947368421,0.9736842105263158,true,353,HNRNPA2B1,false,0.22705314009661837,319,73,0.581081081081081,false,0.8109756097560976,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,272
foldseek,foldseek,disprot,any_term,O14958,GO:0005509,370,399,351,399,P00127,0,62,0,72,-5.0,0.6041666666666666,0.6041666666666666,1.0,15,8,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,choose,calcium ion binding,29,53.923793103448276,1.0,true,399,CASQ2,false,,,,,false,1.0,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,18
foldseek,foldseek,disprot,any_term,P78504,IDPO:0000031,1093,1218,1096,1218,P38634,4,138,0,90,-3.0,0.976,1.0,0.976,227,113,true,true,21,1096,1218,P38634,4,138,0,90,-3.0,0.976,1.0,0.976,score,,,,Foldseek,report,choose,flexible C-terminal tail,125,35.560480000000005,1.0,true,1218,JAG1,false,0.02552415679124886,416,40,0.4878048780487805,false,0.552,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,253
foldseek,foldseek,disprot,any_term,P78504,GO:0031625,1190,1210,1114,1217,Q9SQK3,0,92,39,112,-8.0,0.1941747572815534,0.1941747572815534,1.0,94,52,false,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,ubiquitin protein ligase binding,20,34.5385,1.0,true,1218,JAG1,false,,,,,false,0.9047619047619048,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,135
foldseek,foldseek,disprot,any_term,Q13625,GO:0042803,692,918,660,833,O82132,140,334,167,335,1.0,0.5465116279069767,0.815028901734104,0.6238938053097345,176,80,true,true,7,660,833,O82132,140,334,167,335,1.0,0.5465116279069767,0.815028901734104,0.6238938053097345,score,,,,Foldseek,report,choose,protein homodimerization activity,226,41.467566371681414,1.0,true,1128,TP53BP2,false,0.12761506276150628,206,52,0.2830188679245283,false,0.3141592920353982,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,149
foldseek,foldseek,disprot,any_term,Q14722,IDPO:0000032,0,62,0,62,P32628,92,158,76,147,1.0,1.0,1.0,1.0,101,58,true,true,23,0,62,P32628,92,158,76,147,1.0,1.0,1.0,1.0,score,,,,Foldseek,report,report,flexible N-terminal tail,62,41.20548387096775,0.8387096774193549,true,419,KCNAB1,false,0.036312849162011177,238,108,0.3761467889908257,false,0.6451612903225806,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,172
foldseek,foldseek,disprot,any_term,O60829,GO:0003676,0,102,0,88,Q9DCL8,0,93,0,11,4.0,0.8627450980392157,1.0,0.8627450980392157,75,38,true,true,27,0,88,Q9DCL8,0,93,56,129,4.0,0.8627450980392157,1.0,0.8627450980392157,score,,,,Foldseek,report,report,nucleic acid binding,102,62.933137254901965,1.0,true,102,PAGE4,false,1.0,23,20,0.09523809523809523,false,0.46078431372549017,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,180
foldseek,foldseek,disprot,any_term,P04083,GO:0051179,115,185,112,184,P27782,300,357,301,319,1.0,0.9452054794520548,0.9583333333333334,0.9857142857142858,112,76,true,true,3,112,184,P27782,300,357,301,319,1.0,0.9452054794520548,0.9583333333333334,0.9857142857142858,score,,,,Foldseek,report,report,localization,70,97.98142857142857,0.0,true,346,ANXA1,false,0.09818181818181818,247,66,0.373134328358209,false,0.44285714285714284,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,239
foldseek,foldseek,disprot,any_term,P42568,GO:0060090,489,568,489,566,P33328,10,70,0,91,7.0,0.9746835443037974,1.0,0.9746835443037974,268,121,true,true,25,489,566,P33328,10,70,0,91,7.0,0.9746835443037974,1.0,0.9746835443037974,score,,,,Foldseek,report,choose,molecular adaptor activity,79,82.33683544303797,0.11392405063291139,true,568,MLLT3,false,0.036585365853658534,83,104,0.0380952380952381,true,0.46835443037974683,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,259
foldseek,foldseek,disprot,any_term,P04156,GO:0060090,22,124,19,122,P08592,601,699,671,687,-20.0,0.9523809523809523,0.970873786407767,0.9803921568627451,99,58,true,true,15,19,122,P08592,601,699,671,687,-20.0,0.9523809523809523,0.970873786407767,0.9803921568627451,score,,,,Foldseek,report,choose,molecular adaptor activity,102,40.65196078431372,1.0,true,253,PRNP,false,0.26490066225165565,302,54,0.7818181818181819,false,0.6851851851851852,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,182
foldseek,foldseek,disprot,any_term,P56211,GO:0051721,85,112,74,112,P07363,226,263,227,257,-3.0,0.7105263157894737,0.7105263157894737,1.0,38,23,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,choose,protein phosphatase 2A binding,27,73.69037037037036,1.0,true,112,ARPP19,false,,,,,false,0.5161290322580645,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,69
foldseek,foldseek,disprot,any_term,O60927,GO:0004864,0,126,0,126,P42758,34,175,61,82,6.0,1.0,1.0,1.0,56,32,true,true,23,0,126,P42758,34,175,0,193,6.0,1.0,1.0,1.0,score,,,,Foldseek,report,report,protein phosphatase inhibitor activity,126,65.91150793650795,1.0,true,126,PPP1R11,false,1.0,3,26,0.037037037037037035,false,0.746031746031746,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,147
foldseek,foldseek,disprot,any_term,P38936,IDPO:0000046,0,164,0,164,Q9I832,29,215,89,120,9.0,1.0,1.0,1.0,93,50,true,true,41,0,164,Q9I832,29,215,89,120,9.0,1.0,1.0,1.0,score,,,,Foldseek,report,choose,ubiquitination display site,164,69.00341463414634,0.7195121951219512,true,164,CDKN1A,false,1.0,8,33,0.029411764705882353,false,0.4695121951219512,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,149
foldseek,foldseek,disprot,any_term,P38398,GO:0003677,497,663,372,668,O88339,235,575,143,575,4.0,0.5608108108108109,0.5608108108108109,1.0,86,36,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,DNA binding,166,30.568554216867472,1.0,true,1863,BRCA1,false,,,,,false,0.4759036144578313,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,51
foldseek,foldseek,disprot,any_term,P38936,GO:0140678,0,94,1,93,P12464,90,173,95,104,4.0,0.9787234042553191,1.0,0.9787234042553191,93,50,true,true,15,1,93,P12464,90,173,95,104,4.0,0.9787234042553191,1.0,0.9787234042553191,score,,,,Foldseek,report,choose,molecular function inhibitor activity,94,79.63946808510637,0.5106382978723404,true,164,CDKN1A,false,0.2876712328767123,27,33,0.029411764705882353,false,0.8191489361702128,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,147
foldseek,foldseek,disprot,any_term,Q01970,IDPO:0000033,470,572,469,571,P04273,22,106,22,106,0.0,0.9805825242718447,0.9901960784313726,0.9901960784313726,79,51,true,true,29,469,571,P04273,22,106,22,106,0.0,0.9805825242718447,0.9901960784313726,0.9901960784313726,score,,,,Foldseek,report,report,flexible linker,102,35.1985294117647,1.0,true,1234,PLCB3,false,0.03618711385701677,358,42,0.5813953488372093,false,0.5046728971962616,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,150
foldseek,foldseek,disprot,any_term,Q7RTP6,GO:0060090,1734,1918,1780,1914,P09372,0,137,0,32,9.0,0.7282608695652174,1.0,0.7282608695652174,53,36,true,true,6,1780,1914,P09372,0,137,0,32,9.0,0.7282608695652174,1.0,0.7282608695652174,score,,,,Foldseek,report,choose,molecular adaptor activity,184,58.91625,0.6304347826086957,true,2002,MICAL3,false,0.05510968432316747,66,15,0.25,false,0.5271739130434783,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,60
foldseek,foldseek,disprot,any_term,Q01970,GO:0140677,882,933,863,930,Q86FP9,1,71,49,73,5.0,0.6857142857142857,0.7164179104477612,0.9411764705882353,75,46,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,choose,molecular function activator activity,51,34.169411764705885,1.0,true,1234,PLCB3,false,,,,,false,0.7647058823529411,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,94
foldseek,foldseek,disprot,any_term,P04908,IDPO:0000042,0,27,0,90,Q47184,0,85,0,30,11.0,0.3,0.3,1.0,37,19,false,false,0,,,,,,,,,,,,score,,,,Foldseek,report,choose,methylation display site,27,79.87444444444445,0.8148148148148148,true,130,H2AC4,false,,,,,false,0.75,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT >= 70,58
foldseek,foldseek,disprot,any_term,Q13316,GO:0005509,217,513,152,505,P07276,319,707,641,690,1.0,0.7977839335180056,0.8158640226628895,0.972972972972973,45,21,true,true,2,152,505,P07276,319,707,663,678,1.0,0.7977839335180056,0.8158640226628895,0.972972972972973,score,,,,Foldseek,report,choose,calcium ion binding,296,46.08885135135135,1.0,true,513,DMP1,false,0.08695652173913043,388,105,0.6320754716981132,false,0.7162162162162162,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,44
foldseek,foldseek,disprot,any_term,P06748,GO:0042803,188,243,191,243,M1GUG5,20,68,0,86,4.0,0.9454545454545454,1.0,0.9454545454545454,156,83,true,true,2,191,243,M1GUG5,20,68,0,86,4.0,0.9454545454545454,1.0,0.9454545454545454,score,,,,Foldseek,report,choose,protein homodimerization activity,55,46.71636363636364,1.0,true,294,NPM1,false,0.09876543209876543,169,52,0.32075471698113206,false,0.8,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,197
foldseek,foldseek,disprot,any_term,Q15109,GO:0060090,363,404,346,403,O94742,0,44,0,70,12.0,0.6896551724137931,0.7017543859649122,0.975609756097561,18,15,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,choose,molecular adaptor activity,41,61.53365853658537,1.0,true,404,AGER,false,,,,,false,0.975609756097561,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,54
foldseek,foldseek,disprot,any_term,P78504,GO:0031625,1184,1218,1114,1217,Q9SQK3,0,92,39,112,-8.0,0.3173076923076923,0.32038834951456313,0.9705882352941176,98,54,false,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,ubiquitin protein ligase binding,34,35.16323529411765,1.0,true,1218,JAG1,false,,,,,false,0.5882352941176471,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,137
