NAME,SCOP,HP_SFAM,HP_SFAMCNT,FoldSeek_SFAM,FoldSeek_SFAMCNT,TEA_SFAM,TEA_SFAMCNT,HP_vs_FoldSeek,HP_vs_TEA
d6kxha_,c.69.1.0,0.0,14,0.0,0,0.0,0,0.0,0.0
d1sxja1,a.80.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d3t8ja_,c.70.1.0,0.3333333333333333,4,0.0,0,0.0,0,0.3333333333333333,0.3333333333333333
d1ukca_,c.69.1.17,0.0,16,0.0,0,0.0,0,0.0,0.0
d1jr2a_,c.113.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1o8xa_,c.47.1.10,0.0,2,0.613402,215,0.556701,215,-0.613402,-0.556701
d3b0ga2,d.134.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d1o1ya1,c.23.16.1,0.125,9,0.689655,42,0.137931,42,-0.564655,-0.012930999999999998
d1a7ta_,d.157.1.1,0.0,12,0.0,0,0.0,0,0.0,0.0
d4xxha_,c.93.1.1,0.0,5,0.0,0,0.0,0,0.0,0.0
d4z0ya_,a.86.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d1na6a1,b.142.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1ijqa1,b.68.5.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d4bmna1,c.2.1.0,0.0,21,0.0,0,0.0,0,0.0,0.0
d7bxpa_,c.67.1.0,0.0,10,0.961538,143,0.980769,143,-0.961538,-0.980769
d2g3ma1,b.30.5.11,0.0,0,0.26087,26,0.0,27,-0.26087,0.0
d6ulla_,c.134.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d6nydc_,d.20.1.0,0.6666666666666666,4,0.0,0,0.0,0,0.6666666666666666,0.6666666666666666
d1jnra2,c.3.1.4,0.0,4,0.0,0,0.0,0,0.0,0.0
d1wwza1,d.108.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d1byra_,d.136.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1guxb_,a.74.1.3,0.0,0,0.0,0,0.0,0,0.0,0.0
d5gxub1,b.43.4.0,0.0,2,0.5,23,0.714286,23,-0.5,-0.714286
d3w2wa1,d.58.53.7,0.0,2,0.0,17,0.0,17,0.0,0.0
d4amga1,c.87.1.0,0.0,6,0.0,0,0.0,0,0.0,0.0
d7b73a1,c.2.1.0,0.0,16,0.0,0,0.0,0,0.0,0.0
d1l5aa2,c.43.1.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d1r6ta2,c.26.1.1,0.0,3,0.4,53,0.257143,53,-0.4,-0.257143
d6p24a_,d.104.1.0,0.0,3,0.0,0,0.0,0,0.0,0.0
d1pfoa1,f.69.1.1,1.0,7,0.0,0,0.0,0,1.0,1.0
d6xpna_,c.92.2.0,0.0,2,0.538462,38,0.846154,38,-0.538462,-0.846154
d3h3ba1,c.10.2.5,0.0,0,0.16129,32,0.0967742,32,-0.16129,-0.0967742
d1e2ta_,d.3.1.5,0.0,2,0.0,0,0.0,0,0.0,0.0
d2g9fa1,b.18.1.29,0.0,0,0.0,0,0.0,0,0.0,0.0
d4faka1,c.116.1.3,0.0,2,0.0,0,0.0,0,0.0,0.0
d4l0ma1,c.56.2.0,0.0,0,0.916667,20,0.916667,20,-0.916667,-0.916667
d4s1wa_,c.80.1.0,0.0,3,0.0,0,0.0,0,0.0,0.0
d4jk8a_,c.55.3.14,0.0,5,0.0,0,0.0,0,0.0,0.0
d3kmua_,d.144.1.0,0.0,4,0.0,0,0.0,0,0.0,0.0
d1ug3a1,a.118.1.14,0.0,5,0.156863,59,0.215686,59,-0.156863,-0.215686
d5tk8a_,a.211.1.0,0.0,4,0.0,0,0.0,0,0.0,0.0
d5i9ja_,d.129.3.2,0.0,2,0.775,42,0.8,42,-0.775,-0.8
d5bsea1,c.2.1.0,0.0,12,0.0,0,0.0,0,0.0,0.0
d1jq3a_,c.66.1.17,0.0,13,0.0,0,0.0,0,0.0,0.0
d1fy2a_,c.23.16.4,0.0,3,0.0,0,0.0,0,0.0,0.0
d3fkda_,c.67.1.0,0.1111111111111111,10,0.980769,143,0.980769,143,-0.8696578888888888,-0.8696578888888888
d5zsxa1,d.32.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d6qgva_,b.82.2.15,0.0,3,0.609756,42,0.268293,42,-0.609756,-0.268293
d4jrra1,c.47.1.0,0.0,4,0.210526,215,0.2,215,-0.210526,-0.2
d2fgra_,f.4.3.1,0.0,0,0.933333,18,0.933333,18,-0.933333,-0.933333
d1vq8n1,c.55.4.1,0.0,0,0.0,7,0.0,7,0.0,0.0
d2q9oa3,b.6.1.3,0.0,2,0.5,51,0.621622,52,-0.5,-0.621622
d6eica_,c.69.1.0,0.0,15,0.0,0,0.0,0,0.0,0.0
d3zdsa_,b.82.1.0,0.0,4,0.895833,65,0.979167,65,-0.895833,-0.979167
d1hdha_,c.76.1.2,0.0,2,0.0,0,0.0,0,0.0,0.0
d1k32a2,b.68.7.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1qd1a2,d.58.34.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d2nn5a1,d.129.3.5,0.0,0,0.818182,42,0.787879,42,-0.818182,-0.787879
d4g3na_,b.68.10.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d1wcv1_,c.37.1.0,0.0,12,0.0,0,0.0,0,0.0,0.0
d1o6za2,d.162.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d2drea_,b.42.4.0,0.0,2,0.857143,17,0.75,18,-0.857143,-0.75
d1okga2,c.46.1.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d3dk9a1,c.3.1.5,0.0,4,0.0,0,0.0,0,0.0,0.0
d1f9va_,c.37.1.9,0.14285714285714285,15,0.0,0,0.0,0,0.14285714285714285,0.14285714285714285
d1yzva_,c.33.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d1ou0a_,c.23.17.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d2v2ba_,c.74.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d4b6la_,d.144.1.0,0.2,21,0.0,0,0.0,0,0.2,0.2
d1k5ca_,b.80.1.3,0.0,2,0.894737,22,0.842105,22,-0.894737,-0.842105
d6bvca_,d.108.1.0,0.0,5,0.0,0,0.0,0,0.0,0.0
d3fsta_,c.1.23.1,0.0,3,0.333333,4,0.333333,4,-0.333333,-0.333333
d3p9xa1,c.65.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d4a5sa1,b.70.3.1,0.0,3,0.0,0,0.0,0,0.0,0.0
d1azoa_,c.52.1.14,0.0,0,0.0,0,0.0,0,0.0,0.0
d6deta_,c.94.1.0,0.0,10,0.0,0,0.0,0,0.0,0.0
d2pwya_,c.66.1.0,0.0,11,0.0,0,0.0,0,0.0,0.0
d4nhba_,c.94.1.0,0.0,26,0.0,0,0.0,0,0.0,0.0
d3igsa1,c.1.2.0,0.0,3,0.954545,39,0.954545,39,-0.954545,-0.954545
d1x1ia1,a.102.3.2,0.0,3,0.5,6,0.5,6,-0.5,-0.5
d3prna_,f.4.3.1,0.0,2,0.866667,18,0.933333,18,-0.866667,-0.933333
d2xbka_,a.104.1.0,0.0,16,0.0,0,0.0,0,0.0,0.0
d1hzma_,c.46.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d4lera_,a.118.8.0,0.0,5,0.0930233,63,0.0465116,63,-0.0930233,-0.0465116
d2flha_,d.129.3.0,0.0,0,0.903226,42,0.806452,42,-0.903226,-0.806452
d7mtoa1,d.305.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d2h1qa2,c.67.3.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d3ri6a_,c.67.1.0,0.0,20,0.942308,143,0.980769,143,-0.942308,-0.980769
d2a5za1,b.29.1.24,0.0,3,0.0,0,0.0,0,0.0,0.0
d1t1ua2,c.43.1.3,0.3333333333333333,4,0.0,0,0.0,0,0.3333333333333333,0.3333333333333333
d3hlxa1,a.132.1.4,0.0,0,0.0,0,0.0,0,0.0,0.0
d1ohfa_,b.121.4.8,0.0,6,0.0,0,0.0,0,0.0,0.0
d3h0ua1,c.14.1.0,0.0,4,0.0,0,0.0,0,0.0,0.0
d5xnea_,d.290.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d1jsca2,c.36.1.5,0.0,2,0.0,0,0.0,0,0.0,0.0
d4xria_,a.118.1.0,0.0,14,0.612245,59,0.469388,59,-0.612245,-0.469388
d1za0a1,a.25.1.2,0.0,3,0.155556,55,0.822222,55,-0.155556,-0.822222
d3fefa1,c.2.1.0,0.0,9,0.0,0,0.0,0,0.0,0.0
d1k4na1,d.32.1.5,0.0,2,0.0,0,0.0,0,0.0,0.0
d2xhia2,a.96.1.3,0.0,0,0.0,0,0.0,0,0.0,0.0
d1vl6a2,c.58.1.3,0.0,2,0.0,0,0.0,0,0.0,0.0
d4f3mb_,d.58.53.2,0.0,0,0.0625,17,0.0,17,-0.0625,0.0
d5lfza1,c.6.2.0,0.0,0,0.928571,17,0.466667,18,-0.928571,-0.466667
d3efma_,f.4.3.0,0.25,9,0.833333,18,0.916667,18,-0.583333,-0.666667
d4f0za_,d.159.1.3,0.0,2,0.0,0,0.0,0,0.0,0.0
d6ipna3,d.218.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d4xfma_,c.146.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d1zpda3,c.36.1.9,0.0,3,0.0,0,0.0,0,0.0,0.0
d5ganj_,a.118.8.1,0.0,12,0.425,63,0.45,63,-0.425,-0.45
d2eyqa5,c.37.1.19,0.0,10,0.0,0,0.0,0,0.0,0.0
d4fhza1,c.69.1.0,0.0,15,0.0,0,0.0,0,0.0,0.0
d1pn0a2,c.47.1.10,0.0,5,0.298969,215,0.154639,215,-0.298969,-0.154639
d4uqva_,c.67.1.0,0.0,20,0.980769,143,0.980769,143,-0.980769,-0.980769
d2as5m2,b.2.5.3,0.0,0,0.333333,11,0.111111,11,-0.333333,-0.111111
d1s4ux_,b.69.4.1,0.16666666666666666,7,0.692308,28,0.692308,28,-0.5256413333333334,-0.5256413333333334
d4jspa3,a.118.1.30,0.0,9,0.0,0,0.0,0,0.0,0.0
d2anua1,c.6.3.1,0.0,0,0.0,3,0.0,3,0.0,0.0
d3vcoa1,c.71.1.0,0.0,4,0.0,0,0.0,0,0.0,0.0
d3jb9x1,b.49.4.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d6pbza3,a.211.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d5xaqa_,c.110.1.0,1.0,3,0.0,0,0.0,0,1.0,1.0
d3h4oa_,d.90.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d2o3ia1,e.73.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d3ja851,b.40.4.11,0.0,3,0.209677,130,0.233871,130,-0.209677,-0.233871
d2ffia1,c.1.9.15,0.4,6,0.37931,60,0.896552,60,0.02069000000000004,-0.496552
d5n0ka3,b.6.1.0,0.0,3,0.588235,51,0.457143,52,-0.588235,-0.457143
d6id0e_,b.69.4.0,0.0,3,0.761905,28,0.761905,28,-0.761905,-0.761905
d1qora2,c.2.1.1,0.0,12,0.0,0,0.0,0,0.0,0.0
d1yixa1,c.1.9.12,0.0,5,0.842105,60,0.929825,60,-0.842105,-0.929825
d2p4oa1,b.68.6.3,0.0,0,0.0,0,0.0,0,0.0,0.0
d3i6ia_,c.2.1.0,0.0,11,0.0,0,0.0,0,0.0,0.0
d1dmua_,c.52.1.4,0.0,2,0.0,0,0.0,0,0.0,0.0
d1jkgb1,d.17.4.2,0.0,2,0.857143,76,0.871429,76,-0.857143,-0.871429
d6qhja_,b.67.4.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d3pz9a_,c.1.8.0,0.0,21,0.635417,135,0.8125,135,-0.635417,-0.8125
d2xysa_,b.96.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d2q4ka_,d.86.1.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d1k2yx1,c.84.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d3ml1a1,c.81.1.1,0.0,3,0.0,0,0.0,0,0.0,0.0
d1shux_,c.62.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1w9pa1,c.1.8.5,0.0,7,0.325203,135,0.609756,135,-0.325203,-0.609756
g1tme.1,b.121.4.1,0.0,3,0.0,0,0.0,44,0.0,0.0
d4dmva_,c.68.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d1aora1,a.110.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d4xfja1,c.26.2.0,0.0,2,0.407407,39,0.111111,39,-0.407407,-0.111111
d6cnha1,d.144.1.0,0.0,17,0.0,0,0.0,0,0.0,0.0
d4f3xa1,c.82.1.0,0.0,9,0.0,0,0.0,0,0.0,0.0
d3orya1,c.120.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d7aqba_,d.144.1.0,0.125,25,0.0,0,0.0,0,0.125,0.125
d5r7xa1,b.82.2.14,0.0,6,0.578947,42,0.0526316,42,-0.578947,-0.0526316
d2hxsa1,c.37.1.0,0.0,3,0.0,0,0.0,0,0.0,0.0
d2j3wb1,d.278.1.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d3i6ea2,c.1.11.0,0.0,7,0.923077,43,0.923077,43,-0.923077,-0.923077
d1fiua_,c.52.1.10,0.0,3,0.0,0,0.0,0,0.0,0.0
d7axea_,a.123.1.1,0.0,3,0.0,0,0.0,0,0.0,0.0
d5hwha_,c.33.1.0,0.0,3,0.0,0,0.0,0,0.0,0.0
d1djaa_,e.3.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d1c8ua2,d.38.1.3,0.0,0,0.0,0,0.0,0,0.0,0.0
d1w23a_,c.67.1.4,0.0,7,0.984733,143,0.992366,143,-0.984733,-0.992366
d1x3ka_,a.1.1.0,0.0,0,0.833333,57,0.972222,57,-0.833333,-0.972222
d1w4xa1,c.3.1.5,0.0,0,0.0,0,0.0,0,0.0,0.0
d5li7a_,a.104.1.0,0.0,19,0.0,0,0.0,0,0.0,0.0
d3cb2a1,c.32.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d5le5g_,d.153.1.4,0.0,2,0.304348,37,0.214286,42,-0.304348,-0.214286
d1cz9a_,c.55.3.2,0.0,5,0.206897,61,0.0517241,61,-0.206897,-0.0517241
d1sqsa_,c.23.5.5,0.0,0,0.0,0,0.0,0,0.0,0.0
d1ia9a_,d.144.1.5,0.0,7,0.0,0,0.0,0,0.0,0.0
d2hg4a3,c.95.1.1,0.0,4,0.0,0,0.0,0,0.0,0.0
d3mg9a1,c.37.1.0,0.0,10,0.0,0,0.0,0,0.0,0.0
d5bnza1,c.26.1.0,0.0,2,0.59375,53,0.4375,53,-0.59375,-0.4375
d1xxla1,c.66.1.41,0.0,10,0.0,0,0.0,0,0.0,0.0
d2hfna_,d.58.10.0,0.0,0,0.857143,12,0.571429,12,-0.857143,-0.571429
d1vj1a1,b.35.1.2,0.0,0,0.0,20,0.0,20,0.0,0.0
d3og2a5,b.18.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d5tr9a2,c.25.1.0,0.0,3,0.0,0,0.0,0,0.0,0.0
d1s9ra_,d.126.1.4,1.0,3,0.0,0,0.0,0,1.0,1.0
d2ia1a1,d.359.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1f74a_,c.1.10.1,0.5,3,0.822222,65,0.933333,65,-0.322222,-0.43333299999999997
d1k8kf_,d.198.2.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d2b1ea_,a.118.17.2,0.0,0,0.2,6,0.4,6,-0.2,-0.4
d1jqba2,c.2.1.1,0.0,12,0.0,0,0.0,0,0.0,0.0
d1tzba_,c.80.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d1i6ma_,c.26.1.1,0.0,7,0.314286,53,0.285714,53,-0.314286,-0.285714
d1evya1,a.100.1.6,0.0,0,0.0,0,0.0,0,0.0,0.0
d1r55a1,d.92.1.9,0.0,2,0.121951,42,0.0487805,42,-0.121951,-0.0487805
d3r4db_,b.29.1.26,0.0,2,0.0,0,0.0,0,0.0,0.0
d3v7ia1,c.95.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d5i8fa1,d.129.3.0,0.0,4,0.806452,42,0.806452,42,-0.806452,-0.806452
d6y77a1,b.69.3.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1t5ja1,a.209.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d4ogca4,e.80.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d3sm4a_,c.52.1.13,0.0,2,0.0,0,0.0,0,0.0,0.0
d5uzxa_,c.2.1.0,0.0,20,0.0,0,0.0,0,0.0,0.0
d2ohha1,d.157.1.0,0.0,4,0.0,0,0.0,0,0.0,0.0
d1zyba2,b.82.3.2,0.0,0,0.95,31,0.95,31,-0.95,-0.95
d4lmya_,a.4.5.0,0.0,4,0.516854,252,0.550562,252,-0.516854,-0.550562
d4n2ka3,d.126.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d1scza_,c.43.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d1jsca1,c.31.1.3,0.0,2,0.0,0,0.0,0,0.0,0.0
d3s8ga_,f.24.1.1,0.0,15,0.0,0,0.0,0,0.0,0.0
d3quaa_,c.129.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d4oq9a_,b.121.7.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1re0b1,a.118.3.1,0.0,0,0.5,3,0.5,3,-0.5,-0.5
d1rm6a2,d.133.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d1z05a2,c.55.1.10,0.0,2,0.272727,102,0.272727,102,-0.272727,-0.272727
d1r4va_,a.22.1.4,0.0,3,0.0,0,0.0,0,0.0,0.0
d2qdxa2,c.25.1.1,0.0,3,0.0,0,0.0,0,0.0,0.0
d3eaga2,c.72.2.0,0.0,0,0.857143,8,0.857143,8,-0.857143,-0.857143
d4i93a_,d.144.1.0,0.16666666666666666,13,0.0,0,0.0,0,0.16666666666666666,0.16666666666666666
d7m32a1,a.1.2.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d2hu7a1,b.69.7.2,0.0,2,0.0,0,0.0,0,0.0,0.0
d3pgsa1,f.4.3.4,0.0,2,0.0,0,0.0,0,0.0,0.0
d3rw7a2,c.10.2.3,0.0,0,0.0,0,0.0,0,0.0,0.0
d3u7qa_,c.92.2.3,1.0,3,0.742857,38,0.0285714,38,0.257143,0.9714286
d4akma_,b.180.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d1sixa1,b.85.4.1,0.0,0,0.875,15,0.875,15,-0.875,-0.875
d1aoza3,b.6.1.3,0.0,2,0.5,51,0.513514,52,-0.5,-0.513514
d2z69a1,b.82.3.0,0.0,0,0.933333,31,0.933333,31,-0.933333,-0.933333
d2frea1,d.90.1.1,1.0,2,0.0,0,0.0,0,1.0,1.0
d4gwba_,d.58.28.1,0.0,2,0.5,3,0.5,3,-0.5,-0.5
d1nsla1,d.108.1.1,0.0,3,0.0,0,0.0,0,0.0,0.0
d1zmta_,c.2.1.2,0.0,13,0.0,0,0.0,0,0.0,0.0
d1ylea1,d.108.1.8,0.0,3,0.0,0,0.0,0,0.0,0.0
d1vq8d1,d.77.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1sska1,b.148.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1v3va1,b.35.1.2,0.0,0,0.0,20,0.0,20,0.0,0.0
d3pdua1,c.2.1.0,0.0,15,0.0,0,0.0,0,0.0,0.0
d1gr0a1,c.2.1.3,0.0,11,0.0,0,0.0,0,0.0,0.0
d6nyoa_,d.20.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d1jl7a_,a.1.1.2,0.0,2,0.787879,57,0.969697,57,-0.787879,-0.969697
d6hlya1,c.94.1.0,0.0,14,0.0,0,0.0,0,0.0,0.0
d2gqfa1,c.3.1.8,0.0,5,0.0,0,0.0,0,0.0,0.0
d1iyjb1,a.170.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d2xuta_,f.38.1.3,0.0,25,0.0,0,0.0,0,0.0,0.0
d1tjva_,a.127.1.1,0.0,3,0.0,0,0.0,0,0.0,0.0
d5bsra_,e.23.1.0,0.3333333333333333,13,0.0,0,0.0,0,0.3333333333333333,0.3333333333333333
d3w2wa3,d.58.53.7,1.0,2,0.0,17,0.0,17,1.0,1.0
d4h7pa2,d.162.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d5v0za_,b.81.1.0,0.0,2,0.769231,24,0.923077,24,-0.769231,-0.923077
d2ajra2,c.72.1.1,0.0,5,0.953488,51,0.976744,51,-0.953488,-0.976744
d1w96a2,c.30.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d6edma1,e.3.1.0,0.0,3,0.0,0,0.0,0,0.0,0.0
d1olta_,c.1.28.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d6g2va_,c.37.1.0,0.2857142857142857,15,0.0,0,0.0,0,0.2857142857142857,0.2857142857142857
d5c5sa1,a.116.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d2hpga_,c.94.1.0,0.0,19,0.0,0,0.0,0,0.0,0.0
d7ezia1,c.1.7.0,0.0,3,0.875,19,0.875,19,-0.875,-0.875
d1fxma_,c.1.8.3,0.0,7,0.327103,135,0.53271,135,-0.327103,-0.53271
d4q9wa1,d.22.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d4bf2a_,d.144.1.0,0.0,16,0.0,0,0.0,0,0.0,0.0
d4r10a_,a.118.1.0,0.0,11,0.653061,59,0.55102,59,-0.653061,-0.55102
d4ky9a_,d.112.1.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d1xg0c_,a.1.1.3,1.0,3,0.62963,57,0.796296,57,0.37037,0.203704
d2vz8a2,c.95.1.1,0.0,5,0.0,0,0.0,0,0.0,0.0
d1o6za1,c.2.1.5,0.0,8,0.0,0,0.0,0,0.0,0.0
d1jeta_,c.94.1.1,0.0,22,0.0,0,0.0,0,0.0,0.0
d2pfza_,c.94.1.0,0.0,9,0.0,0,0.0,0,0.0,0.0
d2il5a1,d.129.3.5,0.0,0,0.818182,42,0.757576,42,-0.818182,-0.757576
d2q9oa1,b.6.1.3,0.0,4,0.888889,51,0.432432,52,-0.888889,-0.432432
d3g9qa1,c.92.2.0,0.0,3,0.692308,38,0.923077,38,-0.692308,-0.923077
d4ogqa_,f.21.1.2,0.0,2,0.5,3,0.0,3,-0.5,0.0
d4moua_,c.14.1.0,0.0,13,0.0,0,0.0,0,0.0,0.0
d3rkoc_,f.72.1.1,0.0,140,0.0,0,0.0,0,0.0,0.0
d5vn6a_,b.82.2.0,0.0,0,0.433333,42,0.333333,42,-0.433333,-0.333333
d3ro8a1,c.1.8.0,0.0,9,0.40625,135,0.510417,135,-0.40625,-0.510417
d1a8da1,b.29.1.6,0.0,0,0.0,0,0.0,0,0.0,0.0
d1ucda_,d.124.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d4ez8a_,d.117.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1suua_,b.68.10.1,1.0,3,0.5,3,0.5,3,0.5,0.5
d4isya1,c.67.1.0,0.0,13,0.980769,143,0.980769,143,-0.980769,-0.980769
d2ho9a_,b.40.7.0,0.0,0,0.666667,4,0.666667,4,-0.666667,-0.666667
d1ivsa4,c.26.1.1,0.125,9,0.0571429,53,0.0571429,53,0.0678571,0.0678571
d2foka4,c.52.1.12,0.0,0,0.0,0,0.0,0,0.0,0.0
d4yaaa_,c.45.1.2,0.0,3,0.0,0,0.0,0,0.0,0.0
d2yjka_,a.25.1.0,0.0,3,0.512195,55,0.853659,55,-0.512195,-0.853659
d2g6ya_,d.22.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d2zyoa_,c.94.1.0,0.0,20,0.0,0,0.0,0,0.0,0.0
d2gnra_,b.40.4.15,0.0,0,0.0,0,0.0,0,0.0,0.0
d2veca_,b.82.1.0,0.0,2,0.8125,65,0.979167,65,-0.8125,-0.979167
d3ikha1,c.72.1.0,0.0,4,0.882353,51,0.941176,51,-0.882353,-0.941176
d1xwdc1,c.10.2.7,0.0,5,0.740741,32,0.777778,32,-0.740741,-0.777778
d3ov2a2,c.95.1.0,0.5,3,0.0,0,0.0,0,0.5,0.5
d1ebua2,d.81.1.2,0.0,0,0.0,30,0.0,30,0.0,0.0
d6m5ma_,d.169.1.0,0.0,2,0.0,0,0.0,0,0.0,0.0
d2q9oa2,b.6.1.3,0.0,3,0.638889,51,0.297297,52,-0.638889,-0.297297
d1vkza3,d.142.1.2,0.0,2,0.727273,29,0.727273,29,-0.727273,-0.727273
d1pgja1,a.100.1.1,0.0,3,0.0,0,0.0,0,0.0,0.0
d3hola1,f.4.1.3,0.0,0,0.142857,8,0.0,8,-0.142857,0.0
d4g1ma4,b.1.15.0,0.0,0,0.0,4,0.0,4,0.0,0.0
d1qw9a1,b.71.1.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d4a2ba1,c.55.1.1,0.0,4,0.393617,102,0.43617,102,-0.393617,-0.43617
d2x4ga_,c.2.1.0,0.0,18,0.0,0,0.0,0,0.0,0.0
d1ky9a2,b.47.1.1,0.0,2,0.0,0,0.0,0,0.0,0.0
d2daxa1,d.20.1.3,0.0,0,0.0,0,0.0,0,0.0,0.0
d3rlff1,e.70.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d5y8ja1,c.2.1.0,0.07692307692307693,14,0.0,0,0.0,0,0.07692307692307693,0.07692307692307693
d1q15a1,c.26.2.1,0.0,2,0.28125,39,0.1875,39,-0.28125,-0.1875
d2al1a2,d.54.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1u6za1,a.211.1.5,0.0,0,0.0,0,0.0,0,0.0,0.0
d4h31a2,c.78.1.0,0.5,3,0.571429,21,0.571429,21,-0.07142899999999996,-0.07142899999999996
d5gy3a_,a.102.1.0,0.0,2,0.952381,28,0.952381,28,-0.952381,-0.952381
d1tvna1,c.1.8.3,0.0,3,0.588785,135,0.504673,135,-0.588785,-0.504673
d2c3fa1,b.108.1.5,0.0,2,0.0,0,0.0,0,0.0,0.0
d2d1sa_,e.23.1.1,0.25,5,0.0,0,0.0,0,0.25,0.25
d4oo0a_,c.51.4.0,0.0,0,0.875,9,0.75,9,-0.875,-0.75
d5bk9a_,b.82.2.0,0.0,6,0.466667,42,0.3,42,-0.466667,-0.3
d1i9za_,d.151.1.2,0.0,2,0.0,0,0.0,0,0.0,0.0
d3r6sa1,b.82.3.0,0.0,2,0.933333,31,0.933333,31,-0.933333,-0.933333
d1np7a2,c.28.1.1,0.0,0,0.0,0,0.0,0,0.0,0.0
d1kyqa1,c.2.1.11,0.0,7,0.0,0,0.0,0,0.0,0.0
d3stoa_,e.1.1.0,0.0,6,0.0,0,0.0,0,0.0,0.0
d3op1a1,c.26.1.0,0.0,6,0.1875,53,0.21875,53,-0.1875,-0.21875
d2ci1a_,d.126.1.0,0.0,0,0.0,0,0.0,0,0.0,0.0
d2hqva1,e.62.1.2,0.0,0,0.0,0,0.0,0,0.0,0.0
d5n3ja_,d.144.1.7,0.0,14,0.0,0,0.0,0,0.0,0.0
d4cqha2,d.110.2.1,0.0,0,0.875,21,0.5625,21,-0.875,-0.5625
d1r62a_,d.122.1.3,0.0,2,0.0,0,0.0,0,0.0,0.0
d2g0ta1,c.37.1.10,0.0,19,0.0,0,0.0,0,0.0,0.0
